MSG:2:32	작은 몸으로 마구마구 공격! 부르면 동료가 늘어나!
MSG:2:33	빠른 공격과 던져 대는 워프 스톤! 싸우기 힘든 비겁한 녀석!
MSG:2:34	떨어져 있어도 방심은 금물! 휘두르기 공격이 날아온다!!
MSG:2:35	싸움을 발견하면 다가와서 좀비 터치로 좀비를 늘린다
MSG:2:36	꽤 무섭다! 자기 LV가 3이나 4의 배수일 때
MSG:2:37	단단한 몸으로 자신을 지키며 힘껏 공격해 온다! 공포의 바위 거인!
MSG:2:38	먼저 손을 대면 앙갚음 공격으로 큰 대미지! 상대하지 않으면 해는 없다!?
MSG:2:39	장난을 너무 좋아하는 아기 몬스터 온갖 나쁜 짓을 한다!
MSG:2:40	안개를 써서 먹이를 붙잡는 던전 속의 명사냥꾼
MSG:2:41	근접전에 주의! 속도를 바꿔 방해한다!
MSG:2:42	싸움을 너무 좋아해! 싸울 상대를 늘 찾아 어슬렁거린다
MSG:2:43	커다란 입과 촉수가 포인트 입냄새에 주의! 식물 몬스터
MSG:2:44	해골을 든 섬뜩한 녀석! 필요 없는 해골은 리사이클하자
MSG:2:45	몸을 꼬며 조용히 다가오는 마성의 여자의 유혹에 주의!
MSG:2:46	던전의 요주의 몬스터 자는 아이를 깨우면 무서운 꼴을 본다!
MSG:2:47	괴력으로 휘두른 채찍이 명중!! 힘을 중시하는 거인 몬스터
MSG:2:48	흐느적흐느적 꿈틀대는 큰 민달팽이! 사실 소금물에 약한 모양!
MSG:2:49	커다란 눈과 귀로 먹이를 찾는다! 물리면 아픈 독쥐!
MSG:2:50	분노의 자폭은 봄보다 강력! 똑같아 보여도 공포도 UP!!
MSG:2:51	부활하는 죽음의 전사! 칼에 가스에 만만찮은 상대! 마무리는 불 속성으로!
MSG:2:52	죽음의 파티에서 놀자! 소환을 당하면 크게 고전!!
MSG:2:53	잠의 모래가 잠재운다! 날카로운 발톱이 먹이를 찢는다! 잔학한 반어인
MSG:2:54	불꽃을 쓰는 빨간 몬스터 끈적이를 맞으면 위기일지도!
MSG:2:55	요주의!! 얄미운 그 기술을 써 온다! 눈을 마주치면 노려진다!
MSG:2:56	사일런스에 걸리면 책을 못 읽는다! 당하기 전에 해치워!
MSG:2:57	초광 에너지! 홀리의 힘을 몸에 지닌 용 몬스터
MSG:2:58	공포의 머신! 상대의 LV에 따라 공격이 변한다!!
MSG:2:59	아트라의 마음으로 변한 자수정!
MSG:2:60	날카로운 발톱이 먹이를 찢고 마른 나무의 힘이 생기를 빼앗는다!
MSG:2:61	동료를 늘리려고 차례차례 터치! 늘어나기 전에 퇴치하라!!
MSG:2:62	느린 동작에 방심은 금물! 어퍼컷을 맞으면 하늘로 오르는 기분!?
MSG:2:63	진홍빛 갈기에 피에 굶주린 야수! 던전 최고의 흉악함!
MSG:2:64	장난을 너무 좋아해! 제멋대로 굴다 혼나면 울어 버린다!
MSG:2:65	말없이 뒤를 밟아 와서 갑자기 푹! 식칼을 찌르는 위험한 몬스터
MSG:2:66	몰살 선언! 모든 것을 휩쓸어 버리는 공포의 암흑룡! 각오하라!!
MSG:2:67	신의 이름을 가진 초룡 88층을 지키며 초공격을 퍼붓는 전설의 몬스터
MSG:2:68	걸어 다니는 신기한 식물! 엄청난 입냄새에 주의!
MSG:2:69	초강력 장갑의 최종 병기! 최강 몬스터라 불린다!
MSG:2:70	화산의 폭발과 함께 등장! 불꽃의 폭풍이 몬스터들을 태운다!
MSG:2:71	오로라 빛나는 하늘에 등장해 얼음의 힘을 지상에 퍼붓는다!!
MSG:2:72	천둥 구름 가득한 하늘에 나타나 거대한 번개를 내려 몬스터를 심판한다!
MSG:2:73	뿔에서 나오는 부드러운 빛은 감싸인 자를 회복한다
MSG:2:74	몸에 두른 생명의 불꽃이 나쁜 마음을 태우고 순수한 마음을 치유해 준다
MSG:2:75	보석의 빛에 감싸인 자는 나쁜 상태의 회복과 예방 덤으로 성장도 쉬워진다!
MSG:2:76	땅속에서 펀치! 펀치! 대지를 무너뜨려 큰 대미지!!
MSG:2:77	일도양단 참철검 대지를 꿰뚫는 궁니르의 창 2가지 공격으로 도와준다!
MSG:2:78	푸른 바다에서 나타나 모든 것을 삼키는 대해일로 몬스터에게 대미지!
MSG:2:79	암흑의 날개를 펄럭이며 난다! 입에서 나오는 거대한 빔이 별을 꿰뚫어 부순다
MSG:2:80	마법진에서 나타나 콧바람 한 방!! 모든 것이 남김없이 부서진다!!
MSG:2:81	6개의 머리에서 불 얼음 번개 바람 어둠 빛의 공격! 융합된 힘이 모두를 멸한다!
MSG:2:82	응?\n자네는 누구인가?
MSG:2:91	응?\n<04>포크<00>는 나네만\n자네는?
MSG:2:92	아아, 그 모그리의\n친구로군
MSG:2:93	그 모그리라면\n여관에 묵을 수 없으니\n집을 빌려 달라며
MSG:2:94	억지로 빈집 열쇠를\n가져가 버렸다네
MSG:2:95	안 쓰던\n집이니, 자네들\n마음대로 써도 되네
MSG:2:96	여관은 얼마 전에\n막 지어져서{D}\n아직 안 쓰고 있거든
MSG:2:97	그 모그리라면\n마을 집들을 돌고\n있지 않을까?
MSG:2:98	어떤가, 마을에는\n익숙해졌나?
MSG:2:99	<04>카미라 아빠<00>는 어디로\n가 버린 걸까
MSG:2:100	자네, 요즘 여러\n아이템을 가져온다던데\n그런가?
MSG:2:101	어디서 가져오는지\n이야기해 주겠나?
MSG:2:102	…그렇군{D}\n<04>카미라 아빠<00>는\n무언가에 사로잡혀서{D}\n여관 아래에 던전을\n만들어 버렸단 말인가
MSG:2:103	하지만, 이 이야기\n어디선가 읽은 적이\n있는 것 같은데…
MSG:2:104	<04>레그라<00> 군!
MSG:2:105	네, 선생님
MSG:2:106	이 마을을 개척했을 때\n발견된 4권의 책이\n있었지?
MSG:2:107	네\n기억합니다
MSG:2:108	잠깐\n찾아 주겠나?
MSG:2:109	잘 알려 주었네{D}\n이걸로 뭔가 알 수 있을지도\n모르겠군
MSG:2:110	음…\n어디였더라
MSG:2:111	안녕하세요\n여행 중이신가요?
MSG:2:112	꽤 활기찬\n모그리네요
MSG:2:113	그는 왜\n이 마을에 사는\n걸까요?
MSG:2:114	아무것도\n알려 주지 않아요
MSG:2:115	무척\n궁금하네요
MSG:2:116	잘 왔네\n책을 2권 찾았다네
MSG:2:117	나머지 1권은\n<04>레그라<00> 군이\n이야기해 줄 걸세
MSG:2:118	신기한 책이라네
MSG:2:119	나머지 2권도 찾아 두겠네
MSG:2:120	안녕하세요\n책을 2권 찾았어요\n1권은 선생님이 갖고 계세요
MSG:2:121	무척 흥미로운 책이에요
MSG:2:122	분명 처음 발견됐을 때는\n모든 페이지가 백지라\n아무것도 쓰여 있지 않았어요
MSG:2:123	그런데, 오늘 펼쳐 보니\n페이지에 뭔가 쓰여 있어요
MSG:2:124	어떠세요?\n본 기억이 있나요?
MSG:2:125	역시 그렇군요
MSG:2:126	이 책에는, 당신이 던전에서\n만난 몬스터가 적히는\n것 같아요
MSG:2:127	원리는 전혀 모르겠지만\n무척 흥미로운 책이에요
MSG:2:128	그래요, 이 책을\n<01>【 몬스터 파일 】<00>이라고 부르죠
MSG:2:129	<01>【 몬스터 파일 】<00>은\n저기 맨 오른쪽 책장에\n넣어 둘게요\n자유롭게 보세요
MSG:2:130	나머지 2권도 찾아 둘게요
MSG:2:131	「살아남으려면」{D}\n이게 이 책의\n이름인 모양이군
MSG:2:132	왼쪽 책장에 둘 테니\n자유롭게 보게
MSG:2:133	책을 읽는다\n책장에 되돌린다
MSG:2:134	다음 페이지를 본다\n덮는다
MSG:2:135	다음 페이지를 본다\n앞 페이지를 본다\n덮는다
MSG:2:136	앞 페이지를 본다\n덮는다
MSG:2:137	「자수정이 만들어 낸\n 던전이라 해도\n 아이템은 진짜다」¶
MSG:2:138	「자신을 단련하고\n 무기를 단련하고\n 방어구를 단련하라」¶
MSG:2:139	「스위치를 누르기 전에\n 조금 생각하라」\n ¶
MSG:2:140	「모르는 것은\n 써라, 그리고 장비하라」¶
MSG:2:141	「뭐든지 써서\n 몸으로 익혀라」¶
MSG:2:142	「기운이 없어지면\n HP가 줄어든다」¶
MSG:2:143	「당황하지 마라\n 반드시 길은 있다」¶
MSG:2:144	「던전 안에서 쓰러지면\n LV가 1 내려간다」¶
MSG:2:145	「【○】 버튼은 계속 누르고\n 있을 수도 있다」¶
MSG:2:146	「파란 돌은 가지고 있으면\n 같은 것은 떨어지지 않는다」¶
MSG:2:147	「LV0+LV0 은 LV1\n 자신만의 방법을 만들어라」¶
MSG:2:148	4권째는 선생님이\n갖고 계세요
MSG:2:149	또 1권 찾았다네
MSG:2:150	읽은 기억이 있던 건\n이 책이었어
MSG:2:151	그냥 이야기인 줄 알았는데{D}\n진짜였을 줄이야…
MSG:2:152	이 책도 저기 책장에\n둘 테니 자유롭게\n보게나
MSG:2:153	<04>카미라 아빠<00>는 어떻게든\n구해 냈지만…{D}\n<04>아트라<00> 군을 구할 수\n있을까…
MSG:2:154	<04>카미라 아빠<00>는 욕심이 적은\n온화한 초코보라서\n큰일은 없었던 모양이네
MSG:2:155	하지만, <04>아트라<00> 군은…{D}\n그건 자네가 제일 잘\n알고 있지 않나?
MSG:2:156	또 1권 찾았어요
MSG:2:157	책은 선생님이 갖고 계세요
MSG:2:158	「자수정에 사로잡힌 자는\n 자기 욕망의 깊이만큼 깊은\n 던전을 만들어 낸다」¶
MSG:2:159	「그곳엔 신기한 아이템이\n 많이 놓여 있고\n 그것을 찾아 들어온\n 모험자의 영혼을 빨아들인다」¶
MSG:2:160	「많은 영혼을 삼킨 자수정은\n 이윽고 커져서 분열하여\n 세상에 퍼진다」¶
MSG:2:161	「그렇게 되기 전에 자수정을\n 봉인해야 한다\n 하지만, 어떻게 봉인하면 될까」¶
MSG:2:162	「우리가 할 수 있었던 것은\n 사로잡힌 자를 쓰러뜨려{D}\n 땅속 깊이 묻는 것뿐이었다」¶
MSG:2:163	「하지만 시간이 흐르면\n 자수정은 부활하리라」¶
MSG:2:164	「그때 자수정보다\n 이 책이 먼저 발견되기를\n 기도하자」¶
MSG:2:165	이 책의 마지막에 신기한 말이\n쓰여 있는데…{D}\n자네는 알겠나?
MSG:2:166	「앞면을 만지면 LV 그대로\n 뒷면을 만지면 LV 처음부터」\n나는 무슨 소린지
MSG:2:167	「앞면을 만지면 LV 그대로\n 뒷면을 만지면 LV 처음부터」¶
MSG:2:168	앞면을 만진다\n뒷면을 만진다\n만지지 않는다
MSG:2:169	던전에서 돌아와도\n현재 LV 그대로입니다¶
MSG:2:170	던전에서 돌아오면\nLV 1이 됩니다¶
MSG:2:171	마지막 1권을 찾았다네
MSG:2:172	또다시 신기한 책이라네
MSG:2:173	4권째예요
MSG:2:174	어떠세요?\n이것도 본 기억 없으세요?
MSG:2:175	그래요\n이것도 그래요
MSG:2:176	이 책은\n<01>【 아이템 파일 】<00>이라고 부르죠
MSG:2:177	<01>【 아이템 파일 】<00>은\n이 책장에 넣어 둘게요\n자유롭게 보세요
MSG:2:178	4권이 전부 모였네요
MSG:2:179	세상에는 아직\n신기한 게 많아요
MSG:2:180	흠\n던전은 사라지지 않았군
MSG:2:181	누가 던전을\n지탱하고 있는 걸까?
MSG:2:182	자수정은 새로운 방법을\n찾아낸 게 아닐까
MSG:2:183	그래, 한 사람의 마음이 아니라\n모두의 마음을 사로잡는…
MSG:2:184	그럴지도 모르지\n저 던전은…
MSG:2:185	우리가 바란\n던전일지도 몰라
MSG:2:186	던전이 세 번째로\n나타났어요
MSG:2:187	저는 선생님과 함께\n어떤 생각을 조사하고 있어요
MSG:2:188	무척 흥미롭기도 하고\n무섭기도 해요
MSG:2:189	던전이 생겼기 때문에\n이 마을은 커진 거예요
MSG:2:190	마을 사람들은\n그걸 깨닫고 있어요
MSG:2:191	자신들이 이 던전을\n바라고 있었다는 걸
MSG:2:192	아이템 트레이드를 할까요?¶
MSG:2:193	트레이드 중에는 메모리 카드를 빼지 마세요¶
MSG:2:194	게임을 시작한 쪽과 다른 슬롯에\n트레이드 상대의 카드를 꽂아 주세요¶
MSG:2:195	메모리 카드를 확인하고 있습니다¶
MSG:2:196	상대의 파일을 골라 주세요¶
MSG:2:197	  내 창고   ¶
MSG:2:198	  상대 창고  ¶
MSG:2:199	아이템 트레이드를 끝낼까요?¶
MSG:2:200	트레이드 결과를 세이브할까요?¶
MSG:2:201	교환할 세이브 데이터가 없습니다\n양쪽 메모리 카드를 확인해 주세요
MSG:2:202	창고를 빌리지 않은 데이터라\n트레이드할 수 없습니다
