뻥	849	0361
솜	850	0362
삐	851	0363
항	852	0364
꿔	853	0365
꼬	854	0366
꼴	855	0367
팽	856	0368
쥐	857	0369
똑	858	036a
학	859	036b
술	860	036c
퇴	861	036d
컷	862	036e
홍	863	036f
굶	864	0370
흉	865	0371
푹	866	0372
찌	867	0373
휩	868	0374
종	869	0375
뿔	870	0376
펄	871	0377
콧	872	0378
멸	873	0379
황	874	037a
윽	875	037b
됩	876	037c
럴	877	037d
겼	878	037e
닫	879	037f
